Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
DS,2006,Adventure,Other,0.23,0.01,0,0.02,0.26
XB,2004,Role-Playing,Other,0.19,0.06,0,0.01,0.26
DS,2004,Sports,Electronic Arts,0.24,0,0,0.02,0.26
Other,2004,Sports,Electronic Arts,0.2,0.05,0,0.01,0.26
DS,2004,Puzzle,Nintendo,0.13,0.01,0.11,0.01,0.26
GBA,2001,Fighting,Ubisoft,0.18,0.07,0,0,0.25
XB,2003,Simulation,Other,0.19,0.05,0,0.01,0.25
PC,2006,Role-Playing,Take-Two Interactive,0.01,0.2,0,0.04,0.25
PS,1998,Sports,Other,0,0,0.24,0.02,0.25
Other,1998,Strategy,Namco Bandai Games,0,0,0.25,0,0.25
DS,2005,Misc,Nintendo,0.21,0,0.02,0.02,0.25
PS2,2006,Action,THQ,0.12,0.1,0,0.03,0.25
Wii,2010,Shooter,Other,0.24,0,0,0.01,0.25
DS,2007,Sports,Electronic Arts,0.23,0,0,0.02,0.25
PSP,2007,Misc,Other,0.24,0,0,0.02,0.25
PS,1999,Role-Playing,Other,0.14,0.1,0,0.02,0.25
PS3,2015,Action,Namco Bandai Games,0,0.06,0.19,0.01,0.25
PS2,2009,Action,Other,0.17,0.01,0,0.08,0.25
Other,2002,Adventure,Other,0.15,0.04,0.06,0.01,0.25
PSP,2007,Racing,Sega,0.03,0.15,0,0.07,0.25
PSP,2005,Racing,Other,0,0.25,0,0,0.25
PS2,2000,Sports,Take-Two Interactive,0.12,0.1,0,0.03,0.25
Other,1991,Strategy,Other,0,0,0.25,0,0.25
GBA,2006,Platform,Other,0.18,0.07,0,0,0.25
DS,2006,Action,Other,0.23,0,0,0.02,0.25
Other,2015,Role-Playing,Other,0.16,0.07,0,0.02,0.25
X360,2008,Racing,Electronic Arts,0.23,0,0,0.02,0.25
XB,2005,Misc,Activision,0.19,0.05,0,0.01,0.25
PS3,2008,Racing,Electronic Arts,0.22,0.01,0,0.02,0.25
X360,2012,Role-Playing,Other,0.15,0.08,0,0.02,0.25
Other,1994,Shooter,Other,0,0,0.25,0,0.25
Other,2000,Sports,Konami Digital Entertainment,0,0,0.25,0,0.25
Other,2006,Action,Other,0.2,0.05,0,0.01,0.25
Other,2011,Simulation,Ubisoft,0.11,0.09,0.03,0.02,0.25
DS,2007,Misc,Other,0.24,0,0,0.02,0.25
PS2,2003,Misc,Other,0.12,0.1,0,0.03,0.25
XB,2002,Sports,Electronic Arts,0.19,0.05,0,0.01,0.25
PS,1998,Fighting,Other,0.14,0.1,0,0.02,0.25
GBA,2002,Platform,Other,0.18,0.07,0,0,0.25
PSP,2010,Misc,Sega,0,0,0.25,0,0.25
Wii,2009,Action,Activision,0.14,0.09,0,0.02,0.25
PS,1994,Strategy,Other,0,0,0.24,0.02,0.25
XB,2001,Misc,Other,0.19,0.05,0,0.01,0.25
PS,1999,Misc,Ubisoft,0.14,0.1,0,0.02,0.25
PC,2010,Simulation,Ubisoft,0,0.21,0,0.05,0.25
XB,2003,Sports,Other,0.2,0.04,0,0.01,0.25
PS,2000,Shooter,Other,0.14,0.1,0,0.02,0.25
Wii,2009,Role-Playing,Other,0.13,0.06,0.05,0.02,0.25
PS2,N/A,Sports,Other,0.12,0.1,0,0.03,0.25
GBA,2004,Misc,Other,0.18,0.07,0,0,0.25
PS3,2007,Action,Electronic Arts,0.16,0.06,0,0.03,0.25
Other,2014,Adventure,Other,0.04,0.19,0,0.02,0.25
PS3,2014,Misc,Ubisoft,0.13,0.08,0,0.04,0.25
Other,2015,Role-Playing,Other,0.12,0.01,0.1,0.02,0.25
PS3,2007,Racing,THQ,0.18,0.04,0.01,0.03,0.25
PS,1996,Racing,Other,0.14,0.1,0,0.02,0.25
PC,2011,Action,Other,0.1,0.13,0,0.03,0.25
PS,2001,Action,Other,0.14,0.1,0,0.02,0.25
PS2,2008,Action,Other,0,0,0.25,0,0.25
X360,2006,Sports,Other,0.15,0.02,0.06,0.02,0.25
PS3,N/A,Sports,Other,0,0.19,0,0.06,0.25
DS,2011,Misc,Other,0.12,0.11,0,0.02,0.25
Other,2016,Misc,Sony Computer Entertainment,0.06,0.14,0.02,0.04,0.25
PS3,2011,Action,Other,0.12,0.08,0.02,0.03,0.25
XB,2004,Shooter,Other,0.19,0.05,0,0.01,0.25
GBA,2001,Puzzle,Activision,0.1,0.04,0.1,0.01,0.25
Wii,2010,Simulation,Other,0.23,0,0,0.02,0.25
DS,2009,Misc,Ubisoft,0.2,0.02,0,0.03,0.25
Other,2005,Shooter,Electronic Arts,0.19,0.05,0,0.01,0.25
Other,2003,Platform,Sega,0.19,0.05,0,0.01,0.25
X360,2007,Action,Electronic Arts,0.22,0.01,0,0.02,0.25
GBA,2001,Misc,Other,0.18,0.07,0,0,0.25
PS3,2009,Misc,Other,0.17,0.05,0,0.03,0.25
PS2,2002,Racing,Sony Computer Entertainment,0.12,0.1,0,0.03,0.25
Other,2001,Role-Playing,Other,0,0,0.25,0,0.25
PS3,2010,Action,Other,0.05,0.15,0,0.05,0.25
PS,1997,Role-Playing,Other,0,0,0.23,0.02,0.25
XB,2005,Sports,Electronic Arts,0.19,0.05,0,0.01,0.25
GBA,2004,Misc,Other,0.18,0.07,0,0,0.25
DS,2008,Simulation,Ubisoft,0.23,0,0,0.02,0.25
PC,2015,Strategy,Ubisoft,0.02,0.22,0,0.02,0.25
Wii,2010,Misc,Other,0.23,0,0,0.02,0.25
XB,2004,Misc,Other,0.19,0.05,0,0.01,0.25
PS,2000,Fighting,Ubisoft,0.14,0.09,0,0.02,0.25
DS,2007,Simulation,Other,0.09,0.14,0,0.02,0.25
XB,2003,Shooter,Ubisoft,0.16,0.08,0,0.01,0.25
PS3,2009,Action,THQ,0.15,0.06,0,0.03,0.25
Other,1994,Fighting,Other,0,0,0.25,0,0.25
DS,2009,Misc,Other,0.23,0,0,0.02,0.25
X360,2009,Action,THQ,0.25,0,0,0,0.25
DS,2010,Misc,Ubisoft,0.21,0.02,0,0.02,0.25
X360,2007,Racing,THQ,0.23,0,0,0.02,0.25
X360,2006,Racing,THQ,0.22,0.01,0,0.02,0.25
Other,1998,Sports,Other,0.2,0.05,0,0,0.25
Other,1997,Misc,Take-Two Interactive,0.2,0.05,0,0,0.25
Other,1997,Racing,Other,0.2,0.05,0,0,0.25
Other,1997,Racing,Ubisoft,0.11,0.13,0,0.01,0.25
Other,1998,Action,Other,0.2,0.05,0,0,0.25
Other,1997,Sports,Other,0.23,0.02,0,0,0.25
Other,1999,Sports,Nintendo,0.2,0.05,0,0,0.25
Other,1999,Role-Playing,Konami Digital Entertainment,0.16,0.04,0.05,0,0.25
Other,1999,Sports,Other,0.23,0.02,0,0,0.25
PS3,2014,Misc,Sega,0.09,0.03,0.1,0.03,0.25
DS,2009,Role-Playing,Other,0.07,0.03,0.14,0.01,0.25
Wii,2008,Misc,Other,0,0,0.25,0,0.25
X360,2008,Action,Activision,0.12,0.1,0,0.03,0.25
PC,2013,Racing,Electronic Arts,0.04,0.19,0,0.02,0.25
PS2,2008,Action,Other,0.12,0.1,0,0.03,0.25
Other,2003,Fighting,Electronic Arts,0.19,0.05,0,0.01,0.25
PS2,2005,Platform,THQ,0.12,0.1,0,0.03,0.25
PS,1996,Racing,Sony Computer Entertainment,0,0,0.23,0.02,0.25
XB,2005,Simulation,Electronic Arts,0.19,0.05,0,0.01,0.25
Wii,2008,Action,Activision,0.22,0.01,0,0.02,0.25
PS,1998,Misc,Other,0.14,0.09,0,0.02,0.25
PS3,2013,Shooter,Take-Two Interactive,0.08,0.13,0,0.04,0.25
PS2,2003,Sports,Sega,0.12,0.1,0,0.03,0.25
Wii,2007,Sports,Activision,0.22,0.01,0,0.02,0.25
Other,1998,Sports,Sega,0,0,0.25,0,0.25
PSP,2009,Action,Activision,0.11,0.09,0,0.05,0.25
X360,2006,Action,THQ,0.21,0.02,0,0.02,0.25
Other,1998,Adventure,Other,0,0,0.25,0,0.25
Wii,2007,Action,THQ,0.23,0,0,0.02,0.25
X360,2008,Sports,Take-Two Interactive,0.14,0.08,0,0.02,0.25
Other,2015,Role-Playing,Nintendo,0.12,0.05,0.06,0.02,0.25
DS,2009,Adventure,Take-Two Interactive,0.23,0,0,0.02,0.25
PS3,2015,Action,Sega,0,0,0.25,0,0.25
PS2,2005,Action,Other,0.03,0.03,0.18,0.01,0.25
PS,1995,Sports,Other,0.14,0.09,0,0.02,0.25
GBA,2002,Role-Playing,Other,0.18,0.07,0,0,0.25
GBA,2002,Sports,Konami Digital Entertainment,0,0,0.24,0.01,0.25
X360,2011,Action,THQ,0.16,0.06,0,0.02,0.25
X360,2008,Adventure,Other,0.18,0.05,0,0.02,0.25
PS,1998,Action,Other,0.14,0.09,0,0.02,0.25
X360,2011,Action,Activision,0.18,0.05,0,0.02,0.25
DS,2006,Role-Playing,Nintendo,0,0.01,0.24,0,0.25
PS2,2002,Sports,Namco Bandai Games,0,0,0.25,0,0.25
Wii,2011,Misc,THQ,0.22,0.01,0,0.02,0.25
PC,2011,Adventure,Take-Two Interactive,0.08,0.13,0,0.03,0.25
PS2,2008,Action,Other,0.12,0.09,0,0.03,0.25
Other,1982,Action,Other,0.23,0.01,0,0,0.25
XB,2005,Shooter,Ubisoft,0.19,0.05,0,0.01,0.25
PS,1999,Role-Playing,Ubisoft,0.14,0.09,0,0.02,0.25
Wii,2009,Sports,Other,0.17,0.06,0,0.02,0.25
PS,2000,Racing,Electronic Arts,0.14,0.09,0,0.02,0.25
PS2,2006,Adventure,Ubisoft,0.12,0.09,0,0.03,0.25
Wii,2008,Simulation,Ubisoft,0.22,0,0,0.02,0.25
PS2,2001,Racing,Sony Computer Entertainment,0.12,0.09,0,0.03,0.25
DS,2009,Simulation,Electronic Arts,0.23,0,0,0.02,0.25
Other,2005,Platform,Other,0.19,0.05,0,0.01,0.25
PS2,2007,Racing,THQ,0.12,0.09,0,0.03,0.25
X360,2007,Simulation,Other,0.19,0.01,0.03,0.02,0.25
X360,2009,Racing,Activision,0.14,0.09,0,0.02,0.25
PS,1999,Strategy,Electronic Arts,0.14,0.09,0,0.02,0.25
Wii,2009,Role-Playing,Other,0,0,0.25,0,0.25
PSP,2008,Sports,Electronic Arts,0.06,0.12,0,0.06,0.25
PS3,2008,Racing,Other,0.12,0.11,0,0.02,0.25
DS,2009,Action,Activision,0.16,0.07,0,0.02,0.25
Wii,2009,Action,Activision,0.19,0.04,0,0.02,0.25
PSP,2009,Role-Playing,Other,0.1,0.01,0.12,0.02,0.25
PS,1996,Shooter,Konami Digital Entertainment,0.14,0.09,0,0.02,0.25
PS,1996,Platform,Sony Computer Entertainment,0.05,0.03,0.15,0.02,0.25
Other,2002,Misc,Other,0.19,0.05,0,0.01,0.25
Wii,2010,Misc,Other,0,0.21,0,0.04,0.25
PS3,2007,Sports,Other,0.23,0,0,0.02,0.25
PS2,2004,Role-Playing,Other,0.12,0.09,0,0.03,0.25
PS3,2009,Shooter,Other,0.12,0.09,0,0.04,0.25
PSP,2009,Role-Playing,Activision,0.17,0.04,0,0.04,0.25
PS,1997,Racing,Other,0,0,0.23,0.02,0.25
PS3,2014,Adventure,Activision,0.11,0.09,0,0.04,0.25
PSP,2008,Role-Playing,Other,0.06,0,0.18,0.01,0.25
Other,2005,Role-Playing,Activision,0.19,0.05,0,0.01,0.25
GBA,2002,Action,Other,0.18,0.07,0,0,0.25
PS3,2010,Racing,Activision,0.21,0.02,0,0.02,0.25
PS3,2010,Misc,Sony Computer Entertainment,0.07,0.12,0,0.05,0.25
X360,2012,Action,Activision,0.14,0.09,0,0.02,0.25
X360,2012,Action,Other,0.16,0.05,0.03,0.02,0.25
GBA,2005,Misc,Other,0.18,0.07,0,0,0.25
PC,2016,Strategy,Take-Two Interactive,0.09,0.13,0,0.02,0.25
Other,2014,Adventure,Other,0.1,0.09,0.01,0.04,0.25
Wii,2010,Action,Electronic Arts,0.2,0.02,0,0.02,0.25
Other,2015,Role-Playing,Namco Bandai Games,0.1,0.11,0,0.04,0.25
Other,2002,Sports,Nintendo,0.19,0.05,0,0.01,0.25
Other,2015,Racing,Other,0.08,0.15,0,0.02,0.25
DS,2011,Misc,Activision,0.23,0,0,0.02,0.25
GBA,2004,Racing,Nintendo,0.11,0.04,0.1,0.01,0.25
GBA,2004,Shooter,Nintendo,0.08,0.03,0.12,0.01,0.25
PS2,2008,Adventure,THQ,0.12,0.09,0,0.03,0.25
Other,2013,Platform,Other,0.13,0.06,0,0.06,0.25
PS2,2005,Adventure,Other,0.12,0.09,0,0.03,0.24
DS,2008,Role-Playing,Namco Bandai Games,0,0,0.24,0,0.24
PS2,2006,Role-Playing,Namco Bandai Games,0.12,0.09,0,0.03,0.24
GBA,2005,Simulation,Ubisoft,0.18,0.06,0,0,0.24
PC,2012,Action,Other,0.03,0.17,0,0.04,0.24
Other,2015,Role-Playing,Other,0.16,0.01,0.05,0.02,0.24
Wii,2010,Sports,Ubisoft,0.13,0.09,0,0.02,0.24
PS,2001,Sports,Konami Digital Entertainment,0,0,0.23,0.02,0.24
Other,2014,Racing,Ubisoft,0.12,0.1,0,0.02,0.24
PS2,N/A,Misc,Other,0.12,0.09,0,0.03,0.24
DS,2006,Adventure,Other,0.23,0,0,0.02,0.24
X360,2006,Shooter,Ubisoft,0.2,0.03,0,0.02,0.24
DS,2011,Action,Konami Digital Entertainment,0,0,0.24,0,0.24
Other,2014,Action,Other,0.14,0.03,0.04,0.04,0.24
PS3,2010,Platform,Other,0.12,0.08,0,0.04,0.24
Other,2013,Platform,Activision,0.1,0.12,0,0.02,0.24
PS3,2010,Misc,Electronic Arts,0.18,0.04,0,0.03,0.24
PS,1995,Strategy,Other,0.14,0.09,0,0.02,0.24
PS,1996,Sports,Other,0.04,0.03,0.16,0.02,0.24
X360,2009,Sports,Other,0.23,0,0,0.02,0.24
PS,1997,Action,Sony Computer Entertainment,0.14,0.09,0,0.02,0.24
PS,2000,Shooter,Other,0.14,0.09,0,0.02,0.24
PSP,2005,Sports,Sony Computer Entertainment,0.23,0,0,0.02,0.24
Other,2015,Action,Activision,0.17,0.05,0,0.02,0.24
Other,2012,Action,Other,0.1,0.01,0.1,0.04,0.24
PS2,2002,Misc,THQ,0.12,0.09,0,0.03,0.24
PS,1999,Simulation,Konami Digital Entertainment,0,0,0.23,0.02,0.24
PS2,2003,Sports,Konami Digital Entertainment,0.12,0.09,0,0.03,0.24
XB,2004,Racing,Namco Bandai Games,0.18,0.05,0,0.01,0.24
PS,1995,Sports,Sony Computer Entertainment,0,0,0.23,0.02,0.24
PS2,2003,Platform,Other,0.12,0.09,0,0.03,0.24
Other,2014,Action,Other,0.08,0.07,0.06,0.03,0.24
Other,2011,Simulation,Namco Bandai Games,0.1,0.06,0.08,0.01,0.24
PS2,2006,Fighting,Other,0.11,0.08,0.02,0.03,0.24
PSP,2011,Sports,Konami Digital Entertainment,0,0,0.24,0,0.24
PS2,2005,Shooter,Electronic Arts,0.12,0.09,0,0.03,0.24
Other,2011,Action,Other,0.05,0.06,0.11,0.02,0.24
PS3,2011,Role-Playing,Other,0.05,0,0.18,0.01,0.24
Other,2005,Simulation,Ubisoft,0.19,0.05,0,0.01,0.24
DS,2009,Misc,Other,0.07,0,0.16,0.01,0.24
XB,2002,Action,Other,0.14,0.04,0.05,0.01,0.24
GBA,2005,Platform,Nintendo,0.17,0.06,0,0,0.24
PS,1997,Fighting,Other,0.04,0.03,0.16,0.02,0.24
PS3,2008,Shooter,Other,0.21,0.01,0,0.02,0.24
PS,1997,Action,Other,0.13,0.09,0,0.02,0.24
X360,2008,Strategy,Electronic Arts,0.16,0.06,0,0.02,0.24
PC,2011,Shooter,THQ,0.11,0.1,0,0.03,0.24
XB,2003,Racing,Other,0.18,0.05,0,0.01,0.24
DS,2010,Role-Playing,Activision,0.22,0.01,0,0.02,0.24
PS3,2009,Racing,Other,0.08,0.11,0,0.04,0.24
PSP,2009,Sports,Electronic Arts,0.21,0,0.01,0.02,0.24
XB,2003,Racing,Other,0.18,0.05,0,0.01,0.24
PS2,2005,Misc,Sega,0.12,0.09,0,0.03,0.24
XB,2003,Shooter,Namco Bandai Games,0.18,0.05,0,0.01,0.24
PC,N/A,Shooter,Take-Two Interactive,0.02,0.19,0,0.04,0.24
PSP,2009,Role-Playing,Other,0.19,0,0.03,0.02,0.24
Other,2005,Action,Ubisoft,0.19,0.05,0,0.01,0.24
Wii,2007,Misc,Activision,0.22,0,0,0.02,0.24
PS2,2003,Role-Playing,Other,0,0,0.24,0,0.24
PSP,2010,Sports,Konami Digital Entertainment,0,0,0.24,0,0.24
Other,2001,Racing,Electronic Arts,0.19,0.05,0,0.01,0.24
Other,2015,Platform,Nintendo,0.09,0.08,0.06,0.02,0.24
X360,2011,Action,Other,0.16,0.06,0,0.02,0.24
PS2,2006,Misc,Sega,0,0,0.24,0,0.24
PC,2015,Strategy,Sega,0.09,0.13,0,0.02,0.24
XB,2001,Action,Other,0.18,0.05,0,0.01,0.24
GBA,2004,Misc,Other,0.17,0.06,0,0,0.24
DS,2008,Simulation,THQ,0.22,0,0,0.02,0.24
XB,2005,Fighting,Other,0.18,0.05,0,0.01,0.24
PS3,2011,Misc,Ubisoft,0.1,0.1,0,0.04,0.24
PS3,2008,Misc,Other,0.21,0.01,0,0.02,0.24
PSP,2005,Racing,Other,0.16,0.05,0,0.03,0.24
PS2,2003,Role-Playing,Sega,0,0,0.24,0,0.24
Wii,2009,Misc,Ubisoft,0.22,0,0,0.02,0.24
GBA,2005,Puzzle,Namco Bandai Games,0.17,0.06,0,0,0.24
PS2,2005,Racing,Other,0.12,0.09,0,0.03,0.24
PS2,2007,Racing,Activision,0.12,0.09,0,0.03,0.24
X360,2012,Action,Other,0.15,0.06,0.01,0.02,0.24
Other,2004,Role-Playing,Other,0.19,0.05,0,0.01,0.24
PS2,2008,Sports,Konami Digital Entertainment,0,0,0.24,0,0.24
Other,1981,Action,Other,0.22,0.01,0,0,0.24
Other,2000,Fighting,Other,0.19,0.05,0,0,0.24
Other,2000,Action,Other,0.19,0.05,0,0,0.24
Other,1999,Action,Other,0.19,0.05,0,0,0.24
Other,1999,Misc,Other,0.19,0.05,0,0,0.24
Other,2000,Misc,Other,0.19,0.05,0,0,0.24
Other,1999,Racing,THQ,0.19,0.05,0,0,0.24
DS,2006,Adventure,Ubisoft,0.1,0.01,0.12,0.01,0.24
PS2,2002,Sports,Sega,0.12,0.09,0,0.03,0.24
PS3,2009,Action,Namco Bandai Games,0,0,0.24,0,0.24
Other,2016,Sports,Electronic Arts,0.2,0.01,0,0.03,0.24
XB,2003,Sports,Electronic Arts,0.18,0.05,0,0.01,0.24
PS,1998,Platform,Other,0.13,0.09,0,0.02,0.24
X360,2009,Action,Activision,0.2,0.02,0,0.02,0.24
Other,2005,Action,Activision,0.19,0.05,0,0.01,0.24
Other,2014,Action,Other,0.1,0.12,0,0.02,0.24
GBA,2005,Sports,Activision,0.17,0.06,0,0,0.24
PS3,N/A,Shooter,Other,0.17,0.04,0.01,0.03,0.24
PC,2010,Shooter,THQ,0,0.19,0,0.05,0.24
GBA,2004,Platform,Nintendo,0,0,0.23,0.01,0.24
PS,1998,Shooter,Other,0.13,0.09,0,0.02,0.24
DS,2009,Adventure,Ubisoft,0.1,0.12,0,0.02,0.24
PS2,2003,Action,Sony Computer Entertainment,0,0,0.24,0,0.24
X360,2015,Fighting,Namco Bandai Games,0.17,0.04,0,0.02,0.24
PSP,2006,Role-Playing,Other,0.15,0,0.07,0.01,0.24
XB,2003,Platform,Other,0.18,0.05,0,0.01,0.24
Other,2016,Shooter,Activision,0.05,0.15,0,0.04,0.24
Other,2013,Sports,Electronic Arts,0,0.22,0,0.01,0.24
PS2,2008,Simulation,Konami Digital Entertainment,0.12,0.09,0,0.03,0.24
DS,2008,Action,Sega,0.22,0,0,0.02,0.24
X360,2011,Action,Ubisoft,0.07,0.13,0,0.03,0.24
Other,1980,Misc,Other,0.22,0.01,0,0,0.24
Other,1996,Role-Playing,Other,0,0,0.24,0,0.24
Other,2015,Role-Playing,Other,0.09,0.01,0.13,0.01,0.24
Other,2013,Misc,Other,0.17,0.05,0,0.02,0.24
DS,2007,Role-Playing,Other,0.16,0,0.06,0.01,0.24
Wii,2008,Misc,Electronic Arts,0.2,0.02,0,0.02,0.24
XB,2001,Racing,Other,0.18,0.05,0,0.01,0.24
DS,2007,Racing,THQ,0.22,0,0,0.02,0.24
PS,2002,Racing,Other,0.13,0.09,0,0.02,0.24
DS,2008,Puzzle,Other,0.05,0.15,0,0.03,0.24
GBA,2004,Action,Take-Two Interactive,0.17,0.06,0,0,0.24
DS,2008,Role-Playing,Other,0.11,0,0.12,0.01,0.24
GBA,2004,Adventure,Other,0.17,0.06,0,0,0.24
PS3,2013,Action,Namco Bandai Games,0.1,0.1,0,0.04,0.24
X360,2011,Misc,Sega,0.16,0.06,0,0.02,0.24
Wii,2008,Action,Other,0.13,0.03,0.06,0.01,0.24
Other,2016,Sports,Other,0.05,0.17,0,0.02,0.24
PS2,2003,Misc,Sony Computer Entertainment,0.12,0.09,0,0.03,0.24
Wii,2010,Action,Activision,0.12,0.09,0,0.02,0.24
PS,1998,Action,Other,0.13,0.09,0,0.02,0.24
PSP,2007,Action,Take-Two Interactive,0.22,0,0,0.02,0.24
PS2,2004,Role-Playing,Other,0.12,0.09,0,0.03,0.24
PS3,2011,Action,Activision,0.14,0.07,0,0.03,0.24
PSP,2007,Racing,Ubisoft,0.03,0.14,0,0.07,0.24
PSP,N/A,Misc,Other,0,0,0.24,0,0.24
PS3,2007,Action,Electronic Arts,0.18,0.03,0,0.03,0.24
PSP,2005,Misc,Other,0.21,0,0,0.02,0.24
Wii,2011,Misc,Take-Two Interactive,0.21,0.01,0,0.01,0.24
PS,1995,Sports,Electronic Arts,0.13,0.09,0,0.02,0.24
PS,2000,Action,Sony Computer Entertainment,0.13,0.09,0,0.02,0.24
PSP,2010,Platform,Other,0.1,0.09,0,0.05,0.24
DS,2008,Adventure,Other,0.13,0.08,0,0.02,0.24
PS,2000,Shooter,Other,0.13,0.09,0,0.02,0.24
X360,2009,Action,Other,0.16,0.01,0.04,0.02,0.24
PS3,2012,Adventure,Other,0.05,0.14,0,0.04,0.24
XB,2006,Sports,Electronic Arts,0.18,0.05,0,0.01,0.24
Other,2013,Sports,Electronic Arts,0.15,0.05,0,0.04,0.24
X360,2009,Action,Electronic Arts,0.17,0.05,0,0.02,0.24
GBA,2003,Action,Other,0.17,0.06,0,0,0.24
PS3,2012,Role-Playing,Other,0.1,0.1,0,0.03,0.24
PSP,2013,Role-Playing,Namco Bandai Games,0,0,0.24,0,0.24
Other,2016,Action,Other,0.12,0.1,0,0.02,0.24
Wii,2008,Sports,Other,0.02,0.21,0,0.01,0.24
X360,2011,Action,Activision,0.18,0.04,0,0.02,0.24
PS,1998,Misc,Other,0.13,0.09,0,0.02,0.24
X360,2009,Role-Playing,Other,0.16,0.06,0,0.02,0.24
Other,1988,Action,Activision,0.22,0.01,0,0,0.24
Other,1981,Shooter,Other,0.22,0.01,0,0,0.24
X360,2011,Misc,THQ,0.16,0.05,0,0.02,0.24
X360,2013,Action,Konami Digital Entertainment,0.07,0.15,0,0.02,0.24
X360,2006,Action,Electronic Arts,0.2,0.02,0,0.02,0.24
Wii,2007,Sports,Other,0.19,0,0.03,0.02,0.24
PC,2011,Puzzle,Other,0,0.18,0,0.05,0.24
PS3,2011,Misc,THQ,0.15,0.06,0,0.03,0.24
PS3,2010,Sports,Ubisoft,0.06,0.13,0,0.04,0.24
PSP,2009,Sports,Electronic Arts,0.12,0.07,0,0.05,0.24
DS,2009,Simulation,Ubisoft,0.15,0.06,0,0.02,0.24
Wii,2010,Platform,THQ,0.21,0.01,0,0.02,0.24
X360,2009,Action,Other,0.16,0.05,0,0.02,0.24
PS3,2010,Role-Playing,Other,0.08,0.01,0.13,0.01,0.24
PS2,2007,Racing,Electronic Arts,0.12,0.09,0,0.03,0.24
Wii,2009,Adventure,Ubisoft,0.11,0.1,0,0.02,0.24
X360,2009,Role-Playing,Other,0.18,0.04,0,0.02,0.24
PS3,2012,Simulation,Konami Digital Entertainment,0.1,0.08,0.02,0.03,0.23
PC,2011,Role-Playing,Other,0.16,0.06,0,0.02,0.23
PS3,2009,Action,Activision,0.19,0.03,0,0.02,0.23
DS,2006,Role-Playing,Other,0.22,0,0,0.02,0.23
PS2,2004,Misc,Konami Digital Entertainment,0.11,0.09,0,0.03,0.23
PS2,2003,Platform,Other,0.11,0.09,0,0.03,0.23
DS,2009,Puzzle,THQ,0.22,0,0,0.02,0.23
Other,2015,Action,Nintendo,0,0,0.23,0,0.23
DS,2010,Simulation,Konami Digital Entertainment,0,0,0.23,0,0.23
Wii,2010,Action,Ubisoft,0.1,0.11,0,0.02,0.23
DS,2009,Adventure,Other,0.21,0.01,0,0.02,0.23
PS2,2006,Action,Namco Bandai Games,0,0,0.23,0,0.23
PS,1998,Fighting,Other,0.13,0.09,0,0.02,0.23
Other,2016,Action,Other,0,0,0.23,0,0.23
Wii,2009,Misc,THQ,0,0.22,0,0.02,0.23
GBA,2003,Strategy,Other,0,0,0.23,0.01,0.23
PS2,N/A,Racing,Other,0.11,0.09,0,0.03,0.23
Other,2014,Sports,Electronic Arts,0.16,0.04,0,0.04,0.23
XB,2003,Racing,Electronic Arts,0.18,0.05,0,0.01,0.23
XB,2002,Action,Electronic Arts,0.18,0.05,0,0.01,0.23
PSP,2009,Racing,THQ,0.18,0.03,0,0.03,0.23
XB,2005,Action,Electronic Arts,0.18,0.05,0,0.01,0.23
DS,2010,Shooter,Activision,0.21,0.01,0,0.02,0.23
DS,2008,Role-Playing,Sega,0.09,0,0.13,0.01,0.23
DS,2005,Action,Electronic Arts,0.2,0.01,0,0.02,0.23
X360,2007,Misc,Other,0.19,0.02,0,0.02,0.23
Other,1999,Sports,Sega,0,0,0.23,0,0.23
DS,2008,Misc,Activision,0.22,0,0,0.02,0.23
PS3,2011,Sports,Activision,0.17,0.03,0,0.03,0.23
DS,2008,Simulation,Other,0.22,0,0,0.02,0.23
DS,2009,Puzzle,Ubisoft,0,0.23,0,0,0.23
XB,2002,Sports,Sega,0.17,0.05,0,0.01,0.23
PS2,2004,Racing,Other,0.11,0.09,0,0.03,0.23
XB,2003,Racing,Other,0.17,0.05,0,0.01,0.23
PS3,2013,Action,Other,0,0,0.23,0,0.23
Other,2012,Misc,Sega,0,0,0.23,0,0.23
Other,2013,Role-Playing,Other,0.05,0.02,0.14,0.02,0.23
PS2,2001,Racing,Other,0.11,0.09,0,0.03,0.23
PS2,2002,Action,Other,0.11,0.09,0,0.03,0.23
X360,2009,Misc,Other,0.22,0,0,0.02,0.23
DS,2011,Misc,Other,0.13,0.07,0,0.02,0.23
PS2,2006,Sports,Sega,0,0,0.23,0,0.23
PS3,2008,Shooter,Sega,0.14,0.07,0,0.03,0.23
PS2,2005,Role-Playing,Other,0,0,0.23,0,0.23
DS,2005,Puzzle,Nintendo,0.15,0.01,0.06,0.01,0.23
Other,2000,Sports,Other,0.22,0.01,0,0,0.23
Other,2002,Shooter,Activision,0.18,0.05,0,0.01,0.23
Other,2003,Action,Ubisoft,0.18,0.05,0,0.01,0.23
X360,2011,Sports,Sega,0.11,0.09,0.01,0.02,0.23
PS2,2003,Sports,Sega,0.11,0.09,0,0.03,0.23
Other,1997,Simulation,Other,0,0,0.23,0,0.23
X360,2012,Racing,Other,0.08,0.13,0,0.02,0.23
XB,2005,Action,Other,0.17,0.05,0,0.01,0.23
PS2,2002,Sports,Sony Computer Entertainment,0.11,0.09,0,0.03,0.23
X360,2014,Action,Activision,0.1,0.11,0,0.02,0.23
